Sentence,Label
the issu came up in connect with discuss with local municip concern the sale of water to industri facil .,0
"the purchas price will be paid in cash upon the closur of the transact , schedul for april 1 , 2009 .",0
the term and condit of the stock option scheme 2008 are avail on the compani s internet page www.sanoma.com .,0
"tieto s servic is also use to send , process and receiv materi relat to absente vote .",0
"trade code eli1v number of share 99,483 priceshar gratuit after the transfer , elisa hold a total of 10,435,023 own share .",0
"a total of 1,800,000 stock option were issu in the 2003 stock option scheme .",0
finnish publish and print group ilkkayhtym will introduc a staff smoke ban as of the begin of 2007 at the compani s three newspap .,0
finnish stockmann group s mail order unit hobbi hall ha launch a trial market campaign in russia .,0
"alpina sport is a lebanon , new hampshir usa base distributor of e.g . alpina ski shoe and ski , exel ski pole , start ski wax and now also peltonen crosscountri ski .",0
"among the scandinavian compani present in st. petersburg , is also name the swedish concern ncc , which implement project in the field of asphalt product , road and hous construct project swedish krona .",0
an intern confer call and audio webcast concern the financi result januarymarch 2010 will begin at 14.00 eet .,0
atria said it offer would give the swedish compani continu ownership and control of it slaughter and cut oper .,0
"aug. 17 , 2010 curb deliv by newstex and now , the latest from rack , cover shop and retail from the sidewalk up .",0
bertrand sciard ha been the vice chairman of the board of director of aldata solut sinc april 2007 .,0
bovin slaughter and cut at the kuopio facil will be transfer to the kauhajoki slaughterhous .,0
"huhtamaki s rigid plastic consum good oper , which are mainli in europ , will be separ into a new report segment as of 1 januari 2009 .",0
kesko ha previous publish a stock exchang releas concern the deal on 7 februari 2007 .,0
less than ten peopl will face pension agreement .,0
mr. kari stadigh will carri on as chairman of the board and mr. matti arteva as vicechairman .,0
"nest oil s refineri have a combin crude oil refin capac of approxim 260,000 barrel a day .",0
"new chairman of the board of director , mr chaim katzman , will give a present and answer question .",0
panostaja oyj s board also decid at it organis meet held upon complet of the agm to implement the agm decis concern board member fee paid as share in such a way that share are transfer on a quarterli basi on the date follow public of the quarterlyannu report .,0
rapala fish frenzi 2009 .,0
resid access to the block is plan to be from aleksandri street .,0
sanoma announc the stock option scheme 2008 on 19 decemb 2008 .,0
shortterm licens for the game cost as littl as 3 while purchas a game outright can cost as much as 10 or 15 .,0
the adjust concern staff in both the specialti paper and the fiber composit segment .,0
the appoint will be in forc until the new ceo ha been appoint .,0
"the authoris is in forc until the end of the next annual gener meet and repeal the authoris to acquir own share given by the gener meet held on april 4 , 2007 .",0
"the busi had gross written premium of eur152 .4 m 91.5 m in 2000 , a net combin ratio of 133 % and 175 staff in total with offic in the uk , germani and benelux .",0
"the chill meat product categori led the meat , fish and poultri market in finland , account for a share of 31.4 % .",0
"the compani ha a continu need for alloy such as nickel , ferrochrom , molybdenum and manganes in it product , said talvivaara .",0
"the contract also includ cut and edg wagon part at ruukki s steel servic centr in seinajoki and raah , both in southwestern finland , from where they will be deliv to vr for weld and assembl .",0
"the copi , republ or redistribut of afx news content , inculd by frame or similar mean , is expressli prohibit without the prior written consent of afx news .",0
"the cosmet collect includ an eye shadow , face powder , lip gloss , mascara and accessori .",0
"the e7 smartphon will be avail for rs35 ,000 per handset across india , nokia india vicepresid manag director d shivakumar told report .",0
the exercis origin in finland in the earli 1930 as a train method for crosscountri skier .,0
"the first phase of the logist complex envisag the complet of some 70,000 sq m of logist premis and the gatehous build in novemb 2008 .",0
"the gross area of eight hous will be 12,167 m2 .",0
"the gross area of the innova 2 project will be about 10,000 sq m 107,600 sq ft .",0
"the interim report for the first quarter is publish on may 8 , 2009 .",0
"the mill s raw materi need will increas by 100,000 m3 of wood .",0
"the negoti concern personnel of cencorp corpor and singulas oy as whole in finland and in sweden , the compani said .",0
the negoti will concern the plant s depart produc wind rove that employ 10 peopl .,0
"the new apart block is go up veri close to the citi center , explain chairman of the board of as yit ehitu priit sauk .",0
"the redesign crush circuit ha been in oper sinc the start of septemb and it overal product rate on a weekli basi is in excess of an averag of 40,000 tonn a day .",0
"the scheme for teliasonera and altimo is practic ident , except that it involv the merger of their stake in vimpelcom and kyivstar .",0
the share subscript period for c option will commenc on 1 septemb 2008 and expir on 31 march 2011 .,0
the share subscript period will expir on 30 septemb 2007 .,0
the subscript period of amer sport 2002 warrant scheme will end on 31 decemb 2007 .,0
the term and condit of stock option scheme 2004 are avail on the group s websit .,0
the transact includ also the transfer of the leas agreement concern manufactur premis and employ agreement relat to these oper .,0
"the util will also provid servic relat to electr manag , such as hedg trade and risk manag and report .",0
"i m tri to deal with slaveri from a differ perspect to balanc the stori , say deramu , formerli a writer at the detroit free press and the detroit news .",0
"the biggest challeng wa to make the piec look raw , hansen said .",0
"we have a licens agreement with nokia corp. which in part expir on april 9 , 2007 .",0
a 2001 agreement expir earlier thi month .,0
"after the split , the compani would have 26,885,540 seri a share and 9,540,000 seri k share .",0
"boomerang boat oy specialis in boat build and design , manufactur and sell customis rigid inflat boat rib primarili for the baltic sea market .",0
current the quarterli appli surcharg differ significantli from the actual market price .,0
filmiteollisuu fine ab will be transfer to talentum oyj in the form of a subsidiari .,0
"helsinki afx salcomp , the mobil phone charger manufactur , said it ha appoint markku hangasjarvi as it new ceo , follow the resign of mat eriksson .",0
"hk ruokatalo produc mani turkey product , such as cold cut .",0
"howev , the broker rate on the stock differ .",0
mursula said they tri to gather macroeconom perspect to see how malaysia wa do .,0
nikla skogster ha been employ by the abb group in variou posit concern the develop of oper .,0
the beer differ slightli from mainstream beer .,0
"the compani oper a u.s. divis in lisl , ill. .",0
"the deal cover stockmann auto oy ab s sale and aftersal servic concern volkswagen and audi in helsinki , espoo and vantaa .",0
"the equip is design to bollor africa logist termin societ dexploit du termin de vridi setv in abidjan , ivori coast and the deliveri is schedul to start in march 2010 .",0
"the floor area of the yliopistonrinn project will be 7,900 sq m and the build s gross area will total 12,800 sq m. a total 25.1 % of the facil have been let .",0
"the floor area of the yliopistonrinn project will be 7,900 sq m 85,030 sq ft and the build s gross area will total 12,800 sq m. a total 25.1 % of the facil have been let .",0
the measur result from the statutori joint negoti with employe which start in februari and concern all oper in the countri .,0
"the product rang includ marin oliv , cold cut , and pate , for exampl .",0
the term and condit of the year 2003 stock option scheme were publish in a stock exchang releas on 31 march 2003 .,0
"thi action follow personnel negoti concern elcoteq se , finnish branch , elcoteq finland oy and elcoteq design center oy .",0
"unbeliev , the compani that make them fiskar corpor wa form in 1649 when a dutch merchant name peter thorwost wa given a charter to establish a blast furnac and forg oper in the small finnish villag of fiskar .",0
those uncertainti cloud the longterm outlook .,-1
"20 octob 2010 finnish environment manag compani lassila tikanoja oyj hel lat1v , or lt , said monday it expect it oper profit , exclud nonrecur item , for the whole 2010 to be slightli lower than in 2009 .",-1
"accord to finnish petrol station chain st1 s manag director kim wiio , the compani wa forc to make purchas with rise price in the first half of 2008 , and now consum price are go down almost daili due to competit .",-1
finnair said that the cancel of flight would caus daili loss of x20ac 2.5 million us 3 million .,-1
"food sale total eur 323.5 mn in octob 2009 , repres a decreas of 5.5 % from octob 2008 .",-1
"raut report a loss per share of eur0 .86 for the first half of 2009 , against ep of eur0 .74 in the correspond period of 2008 .",-1
the move wa trigger by weak demand for forestri equip and the uncertain market situat .,-1
the situat of coat magazin print paper will continu to be weak .,-1
"copper , lead and nickel also drop ... hbo hbo plummet 20 % to 70.3 penc after say thi year ? ?",-1
"dure the strike , finnair estim to incur a net loss of between eur2m and eur2 .5 m per day .",-1
earn per share ep drop to eur 0.21 from eur 0.31 .,-1
"finnair s passeng load factor , which measur the number of sold seat as a share of all avail seat , drop by 1.3 percentag point to 76.7 % in septemb .",-1
"frost sold share for 19 million at 6.067 .12 per share , compar with friday s high of 11.33 and low of 10.14 .",-1
glaston s net profit for the third quarter of 2007 drop to 2.4 mln euro 3.5 mln from 3.5 mln euro 5.1 mln for the correspond period of 2006 .,-1
lt s net profit for the whole 2010 drop to eur 36 million from eur 45 million for 2009 .,-1
"lassila tikanoja s oper profit exclud nonrecur and imput item for the second quarter wa eur11 .3 m , down from eur13 .8 m a year ago .",-1
"net cash flow from oper activ wa a neg eur 3.1 mn , compar to eur 23.3 mn in the correspond period in 2009 .",-1
"net cash from oper activ wa a neg eur 0.3 mn , compar to eur 30.9 mn in 2009 .",-1
net sale drop by 6 % yearonyear to eur 11.9 million .,-1
net sale have been eaten by the weak us dollar .,-1
"nordic bank have alreadi had to write off sizabl loan in latvia , with swedbank , nordea , dnb nor and seb report combin loss in excess of 1.35 billion in the period 2007 to 2010 against a backdrop of near econom meltdown in latvia .",-1
okmet expect it net sale for the first half of 2009 to be less than in 2008 .,-1
"oper profit , exclud nonrecur item , total eur 0.2 mn , down from eur 0.8 mn in the correspond period in 2006 .",-1
"oper profit , exclud nonrecur item , total eur 1.0 mn , down from eur 1.6 mn .",-1
"oper profit , exclud nonrecur item , total eur 2.2 mn , down from eur 2.7 mn in the correspond period in 2008 .",-1
"oper profit exclud nonrecur item amount to eur 40.6 mn , down from eur 57.3 mn yearonyear .",-1
oper profit exclud nonrecur item wa eur 7.8 million compar to eur 11.2 million .,-1
relat with the citi have been further damag by comment from mr ashley criticis citi investor and analyst as cri babi .,-1
report oper margin wa a neg 5.9 % .,-1
swedbank s share have been hardest hit of the swedish bank by the ongo intern financi crisi .,-1
"the currenc effect had a 3.0 pct , or 20 mln euro 31.3 mln , neg impact on the revenu .",-1
"the period s sale drop to eur 30.6 million from eur 38.3 million , accord to the interim report , releas today .",-1
"therefor , the compani s 2005 result will remain weaker than that of 2004 .",-1
vaisala s net profit for the third quarter of 2007 drop to 3.0 mln euro 4.3 mln from 6.8 mln euro 9.8 mln for the same period of 2006 .,-1
"the implement of these program ha had , and will have , neg impact on 2006 and 2007 earn , mr meiklejohn said .",-1
a survey conduct by taloustutkimu for sampo life show that compani are badli prepar to lose key staff member .,-1
"agricultur newspap maaseudun tulevaisuu had 318,000 reader , repres a decreas of 6 % .",-1
"at 1411 cet , arcelormitt had lost 7.26 % to eur 17.38 on euronext pari , come at the lead of the bluechip faller .",-1
cash flow from oper in januarydecemb 2008 wa a neg eur 18.1 mn compar to eur 39.0 mn in the correspond period in 2007 .,-1
ep drop to eur0 .2 from eur0 .3 .,-1
kone share drop 4.1 percent to x20ac 43 us 55.77 in helsinki .,-1
"the eu commiss said earlier it had fine thyssenkrupp , unit technolog corp s oti , schindler ag and kone oyj a total of 992.3 mln eur for alleg cartel activ in the lift market go back twelv year .",-1
"the period s sale drop to eur30 .6 m from eur38 .3 m , accord to the interim report , releas today .",-1
"yit lodg counter claim against nest oil total some eur25m , primarili base on work carri out under the contract and addit cost incur due to prolong of the project .",-1
"the stabl outlook reflect nokia s strong market posit in the global mobil handset market , strong cash flow gener , and veri conserv balanc sheet , said raab .",1
"these financ arrang will enabl the compani to ensur , in line with it treasuri polici , that it ha suffici financi instrument at it dispos for it potenti capit requir .",1
"effici improv measur 20 januari 2010 finnish stationeri and gift retail tiimari hel tii1v said today that it will continu to improv it oper effici , by focus on it profit core oper .",1
efor s result for the last quarter show an even faster improv as the compani manag to better sourc it compon .,1
technic indic for the stock are bullish and sp give nok a posit 4 star out of 5 buy rank .,1
"the restructur creat a more effici organ with increas oper focu and stabl profit , and lead to more effici product , said bo annvik , head of specialti stainless .",1
"we re delight with the move say morna cowi , coowner , abov , it s doubl the size of our current shop and ha a love feel to it .",1
"after a long , unprofit period the food divis post a profit result , which speak of a healthier cost structur and a new approach in busi oper , rihko said .",1
earn per share were higher at 0.48 against 0.37 a year befor and ahead of market consensu of 0.40 eur .,1
"29 septemb , 2010 finnish wast manag and recycl compani lassila tikanoja expand it oper in russia by introduc it recent complet recycl plant in the citi of dubna near moscow .",1
"method and system for control a hard disk drive use a multimediacard physic interfac wa invent by marko ahvenainen ruutana , finland .",0
"the 10,000odd squar metr plot that stockmann ha bought for the nevski center shop center is locat on nevski prospect , st petersburg s high street , next to the vosstaniya squar underground station , in the immedi vicin of moscow station .",0
"typic , the transmiss power level can be decreas when the interfer nois is abov a predefin valu .",0
"sukhraj dulai , of the 2900 block of boni sue court , a culdesac on the citi s north side , start the vehicl and went insid hi hous about 8 a.m. tuesday , leav the garag door open .",0
"typic endus includ roof structur , floor , wall and ceil , nonvis structur in vehicl , packag and box , construct site structur , fenc and shelter , and formwork with a limit number of concret pour .",0
"tallink silja attribut the signific drop to problem with the book system that wa taken into oper in octob , the sale of trailer ferri sky wind and the rout between stockholm and riga , which ha won passeng from the helsinkistockholm rout .",-1
"adjust to the fall in price level , in contrast , ha been less effect .",-1
17 march 2011 goldman sach estim that there are neg prospect for the norwegian mobil oper of norway s telenor asa osl tel and sweden s teliasonera ab sto tlsn in the short term .,-1
"base on the first quarter result , exist order backlog and new order prospect , the compani expect that fullyear sale will contract by 25 % from 2008 , the gross margin will stay at a healthi level , and the oper profit margin will be lower than in 2008 due to lower sale volum .",-1
"key sharehold of finnish it servic provid tietoen oyj on friday reject a hostil eur1 .08 billion 1.67 billion offer from buyout shop nordic capit , give new life to a possibl counter offer from blackston group lp and norwegian telecom telenor asa .",1
"he answer question on how mani visitor convers get , how big the team is and what the problem are when set up social media channel .",0
bioti northamerican licens partner somaxon pharmaceut start a phase iiiii clinic studi in patient suffer from patholog gambl and a pilot phase ii studi in nicotin addict smoke cessat .,0
"for 24hour news , tri ici news www.icis.com click trial , then ici news",0
he wore a black beanietyp cap and a black jacket .,0
the product have a low salt and fat content .,0
finnair believ the strike will caus it daili net loss in excess of eur 2mn due to cancel reserv and passeng rerout .,-1
"helsinki thomson financi share close littl chang , with cargotec and huhtamaki drop sharpli on disappoint secondquart report .",-1
"the airlin estim that the cancel of it flight due to the closur of european airspac , and the process of recommenc traffic , have caus a the compani a loss of eur20m , includ the cost of strand passeng accommod .",-1
ruukki group calcul that it ha lost eur 4mn in the fail project .,-1
"samsung current occupi third place and lost ground dure the quarter , drop by 1.8 % to an 11.1 % share overal .",-1
"the baltimor polic and fire pension , which ha about 1.5 billion , lost about 3.5 million in madoff ponzi scheme .",-1
"small firm are suffer at the moment becaus they are like to have money troubl , he ad .",-1
"dealer said the share wa larg hit by investor disappoint about a refin margin of just 9.48 usd per barrel for the quarter and the perform of it ship unit , which saw ebit drop to 5 mln eur from 20 mln eur a year amid a fall in volum and tanker rate .",-1
"make matter more difficult , the compani said it ha been grappl with higher oil and ga price , which have push up the cost of energi , raw materi and transport .",-1
one of the headbox will be equip with a modern consist control system to ensur cross machin profil of the plasterboard .,0
"the result will also be burden by increas fix cost associ with oper in china , and restructur cost in japan .",-1
"as part of the transact , mreal and sappi have also sign a longterm agreement on the suppli of pulp and bctmp and other smaller servic and suppli .",1
"earlier today , geberit s finnish rival uponor oyj cut it fullyear sale growth forecast to 6 pct from 10 pct , blame tough condit in germani and the us , as well as currenc factor .",-1
"oper loss total eur 0.9 mn , down from a profit of eur 2.7 mn .",-1
"the group s oper loss wa eur 0.8 mn , down from a profit of eur 2.5 mn in 2004 .",-1
"the finnish nation carrier said net loss in april through june wa euro26 million , down from a net profit of euro13 million a year earlier .",-1
"it gener an oper loss of eur 96.3 mn , down from a profit of eur 43.9 mn .",-1
"below are consolid , unaudit result for amanda capit under ifr report standard .",0
below are unaudit consolid result for aspocomp group under ifr report standard .,0
elcoteq se is europ s largest contract electron maker and ha set up a unit in bangalor in associ with avista advisori of mumbai .,0
"howev , two of the previous order set will start produc electr at the end of octob 2010 , it said .",0
net sale for the period are expect to fall well below that of last year and the result after nonrecur item is expect to be in the red .,-1
"in finland , the bank of land report it oper profit fell to eur 6.1 mn in the second quarter of 2008 from eur 7.5 mn in the second quarter of 2007 .",-1
"budapest , august 10 mti finnish electron maker elcoteq will lay off 700 worker at it plant in pec s hungari at the end of septemb becaus of fall order , commun director for elcoteq s local unit , zoltan krippl told mti on monday .",-1
earn per share ep in 2005 decreas to eur0 .66 from eur1 .15 in 2004 .,-1
"finnair s tallinnbas subsidiari , aero as , carri 23,335 passeng , a declin of 60.8 % , on rout between helsinki and the baltic capit and within southern finland .",-1
"adpnew aug 3 , 2009 finnish media group ilkkayhtyma oyj hel ilk2 said today it net profit fell 45 % on the year to eur 5.9 million usd 8.4 m in the first half of 2009 .",-1
oper profit for 2009 lower than outlook publish earlier .,-1
oper profit for continu oper fell to eur 48.3 mn from eur 72.4 mn in the first half of 2007 .,-1
"revenu for the quarter total 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",-1
"sampo bank s market share of lend wa 13.6 % , down from 14.4 % in the first quarter of 2008 .",-1
sanoma news advertis sale decreas by 22 % dure the year .,-1
finnish bank of land report it oper profit fell to eur 4.9 mn in the third quarter of 2007 from eur 5.6 mn in the third quarter of 2006 .,-1
"finnish bank of land report oper profit of eur 2.2 mn in the first quarter of 2010 , down from eur 6.3 mn in the correspond period in 2009 .",-1
"finnish electron contract manufactur scanfil report net sale of eur 241.2 mn in 2006 , down from eur 321.6 mn in 2005 .",-1
"finnish electron contract manufactur scanfil report net sale of eur 58.9 mn in the second quarter of 2007 , down from eur 62.4 mn a year earlier .",-1
"finnish exel composit , a technolog compani that design , manufactur , and market composit profil and tube for variou industri applic , report it net sale decreas by 0.6 % in the second quarter of 2010 to eur 19.2 mn from eur 19.3 mn in the correspond period in 2009 .",-1
"finnish geosentr s net sale decreas to eur 939,000 in januarymarch 2009 .",-1
"finnish kemira s net sale eur decreas to eur 1,259.6 mn in januaryjun 2009 from eur 1,425.1 mn in januaryjun 2008 .",-1
"finnish plumb and heat system supplier uponor s net sale from continu oper decreas by 9.4 % in 2008 to eur 949.2 mn from eur 1,047.4 mn in 2007 .",-1
"finnish plumb and heat system supplier uponor s net sale in continu busi oper decreas to eur 249.1 mn in julyseptemb 2008 , compar to eur 262.1 mn in the third quarter of 2007 .",-1
"finnish scanfil , a contract manufactur and system supplier for commun and industri electron report net sale of eur 108.7 mn in the first half of 2008 , down from eur 111.1 mn a year earlier .",-1
"finnish scanfil , a system supplier and contract manufactur to the commun sector and the electron industri , report it net sale total eur 94.7 mn in the first half of 2010 , down from eur 99.5 mn in the first half of 2009 .",-1
"finnish ship compani finnlin , of the grimaldi group , report it net sale decreas to eur 241.8 mn in januaryjun 2009 from eur 384.0 mn in the correspond period in 2008 .",-1
"cargo traffic fell 1 % yearonyear to 8,561 tonn in septemb 2009 .",-1
"cash flow after invest amount to eur45m , down from eur46m .",-1
"cocacola wa the market leader of manufactur with a market share of 36.9 % , down 2.2 % from the correspond period in 20042005 .",-1
compar oper profit decreas to eur 13.8 mn from eur 17.1 mn in the correspond period in 2005 .,-1
consolid oper profit from continu oper decreas by 62.3 % to eur 51.2 mn from eur 135.7 mn in 2007 .,-1
consolid pretax profit decreas by 69.2 % to eur 41.0 mn from eur 133.1 mn in 2007 .,-1
devic volum in the area decreas by 21 % to 2.7 mn unit .,-1
dilut earn per share ep declin to eur 0.78 from eur 1.76 .,-1
down to eur5 .9 m h1 09 3 august 2009 finnish media group ilkkayhtyma oyj hel ilk2 said today it net profit fell 45 % on the year to eur5 .9 m in the first half of 2009 .,-1
"earn per share ep amount to eur1 .37 , down from eur2 .30 .",-1
earn per share ep in 2005 decreas to eur1 .87 from eur1 .89 in 2003 .,-1
"earn per share ep in the first half of 2007 amount to eur0 .29 , down from eur0 .40 year ago .",-1
finnair s total traffic decreas by 8.7 % in term of revenu passeng kilometr .,-1
finnish busi softwar group affectogenimap oyj said it net profit halv to 1.2 mln euro 1.5 mln in the first nine month of 2006 from 2.2 mln euro 2.8 mln in the same period of 2005 .,-1
"finnish financi softwar solut develop baswar oyj said it net profit fell to 884,000 euro 1.2 mln for the first quarter of 2007 from 2.0 mln euro 2.7 mln a year earlier .",-1
finnish glass technolog compani glaston oyj abp net profit decreas to 2.6 mln euro 3.8 mln for the first nine month of 2007 from 7.8 mln euro 11.4 mln for the same period of 2006 .,-1
"finnish manag softwar solut provid ixono oyj net profit decreas to 369,000 euro 575,000 for the first quarter of 2008 from 669,000 euro 1.0 mln for the same period of 2007 .",-1
finnish media compani talentum oyj s net profit decreas to 2.5 mln euro 4.0 mln for the first quarter of 2008 from 3.0 mln euro 4.7 mln for the same period of 2007 .,-1
finnish metal product compani componenta oyj net profit went slightli down to 25.1 mln euro 40.2 mln for the first half of 2008 from 25.4 mln euro 40.7 mln for the same period of 2007 .,-1
"in a separ announc to the helsinki stock exchang , atria reveal that the compani s third quarter profit declin from eur13 .9 m in the third quarter of last year to eur12 .7 m in thi year s q3 .",-1
"in the fourth quarter of 2008 , net sale decreas to eur 121.4 mn from eur 165.5 mn in the fourth quarter of 2007 .",-1
"insur axa par cs slid by 5.35 % to eur 14.15 , after citigroup and ing slash their target on the stock .",-1
"adp news feb 11 , 2009 finnish wood product technolog supplier raut oyj hel rutav said today it net profit decreas to eur 4.7 million usd 6.1 m for 2008 from eur 6.6 million for 2007 .",-1
"adp news feb 12 , 2009 finnish construct compani lemminkainen oyj hel lem1 said today it net profit decreas to eur 63.5 million usd 81.1 m for 2008 from eur 80.6 million for 2007 .",-1
"adp news feb 4 , 2009 finnish broadband data commun system and solut compani telest oyj hel tlt1v said today it net profit decreas to eur 5.5 million usd 7.2 m for 2008 from eur 9.4 million for 200",-1
"adp news jan 22 , 2009 finnish mobil phone maker nokia oyj omx nok1v said today it oper profit decreas to eur 5 billion usd 6.5 bn for 2008 from eur 8 billion for 2007 .",-1
"adpnew may 4 , 2010 finnish cutleri and hand tool maker fiskar oyj abp hel fisa said today it net profit declin to eur 12.9 million usd 17m in the first quarter of 2010 from eur 17 million in the correspond",-1
market share decreas on the rout between helsinki in finland and tallinn in estonia by 0.1 percentag point to 24.8 % .,-1
net profit fell by almost half to 5.5 million from 9.4 million at the end of 2007 .,-1
"net profit in the three month through march 31 fell to x20ac 103 million us 165 million from x20ac 131 million a year earlier , the finnish compani said .",-1
net sale decreas to eur 220.5 mn from eur 470.0 mn in the correspond period in 2009 .,-1
net sale decreas to eur 91.6 mn from eur 109mn in the correspond period in 2005 .,-1
net sale fell by 33 % from the third quarter of 2008 to eur 130.5 mn .,-1
net sale fell by 5 % from the previou account period .,-1
"net sale of kyro s main busi area , glaston technolog , a manufactur of glass process machin , decreas to eur 161.5 mn from eur 164.1 mn in januaryseptemb 2005 .",-1
oper profit fell from eur 7.9 mn in the second quarter of 2005 to eur 5.1 mn in the second quarter of 2006 .,-1
oper profit fell to eur 15.1 mn from eur 24.6 mn in 2006 .,-1
oper profit fell to eur 23.26 mn from eur 32.86 mn .,-1
oper profit fell to eur 38.1 mn from eur 55.3 mn in 2007 .,-1
oper profit fell to eur 6.2 mn from eur 8.5 mn in the third quarter of 2007 .,-1
orion s net profit for the third quarter of 2007 decreas to 36.5 mln euro 52.1 mln from 40.3 mln euro 57.5 mln a year earlier .,-1
pretax profit decreas by 37 % to eur 193.1 mn from eur 305.6 mn .,-1
pretax profit decreas to eur 33.8 mn from eur 40.8 mn in the fourth quarter of 2005 .,-1
"pretax profit total eur 9.0 mn , down from eur 36.3 mn in 2007 .",-1
price and deliveri volum of broadband product decreas significantli in 2005 .,-1
"profit for the period total eur 0.8 mn , down from eur 1.1 mn in the correspond period in 2008 .",-1
"profit for the period total eur 1.1 mn , down from eur 1.6 mn in the third quarter of 2008 .",-1
revenu in the quarter fell 8 percent to euro 2.4 billion compar to a year earlier .,-1
srv lower it net sale estim for the whole of 2008 due to uncertainti in hous sale .,-1
stora enso oyj said it secondquart result would fall by half compar with the same period in 2007 .,-1
subscript sale decreas slightli .,-1
the compani confirm it estim for lower revenu for the whole 2009 than the yearago eur93 .9 m as given in the interim report on 5 august 2009 .,-1
the depart store divis s sale fell by 8.6 % to eur 140.2 mn .,-1
the fair valu of the compani s invest properti went down to eur 2.768 billion at the end of 2009 from eur 2.916 billion a year earlier .,-1
the fair valu of the compani s invest properti went down to eur2 .769 bn at the end of septemb 2009 from eur2 .878 bn a year earlier .,-1
the group s order portfolio decreas from eur 42.9 mn in 92007 to eur 33.3 mn in 22008 .,-1
the net sale decreas to eur 49.8 million from eur 59.9 million .,-1
the sale of the tiimari segment fell by 4.0 % yearonyear to eur3 .3 m in june 2010 .,-1
"finnish electron contract manufactur scanfil had net sale of eur 52.2 mn in the first quarter of 2007 , down from eur 60.1 mn a year befor .",-1
"alma media s oper profit amount to eur 11.9 mn , down from eur 15.0 mn a year earlier .",-1
"commiss incom decreas to eur 3.8 mn , compar to eur 4.6 mn in the third quarter of 2007 .",-1
commiss incom fell to eur 4.6 mn from eur 5.1 mn in the correspond period in 2007 .,-1
export declin by 6 percent to 16.4 million liter .,-1
"export of good fell by 59 % , and import by 16.7 % .",-1
finnish develop and manufactur of mobil phone charger salcomp plc omx helsinki sal1v on wednesday 19 novemb lower it fullyear net sale estim .,-1
finnish invest group norvestia oyj said it net profit fell to 23.5 mln euro 30.6 mln in 2006 from 33.5 mln euro 43.6 mln in 2005 .,-1
"group ebit for the first half wa eur13 .6 m us 17.8 m , fall short of the eur22 .5 m it post for the same period of 2009 .",-1
"howev , the compani saw it net profit for the third quarter down to eur 1.4 million from eur 1.5 million for the correspond period of 2009 .",-1
"howev , the compani saw it net profit for the third quarter down to eur1 .4 m from eur1 .5 m for the correspond period of 2009 .",-1
"howev , the net sale declin to eur 803.6 million from eur 1.2 billion .",-1
"in food trade , sale amount to eur320 .1 m , a declin of 1.1 % .",-1
"in januarynovemb 2009 , the group s sale total eur 7,801.7 mn , which wa a drop of 12.6 % from the same period of 2008 .",-1
"in julyseptemb 2009 , konecran sale decreas to eur 368.7 mn from eur 520.4 mn in julyseptemb 2008 .",-1
"in sale volum , cocacola s market share ha decreas by 2.2 % to 24.2 % .",-1
"in septemb alon , the market declin by 10.2 percent yearonyear to 19.28 million liter .",-1
"in the baltic countri , sale fell by 40.2 % , and in russia , by 23.2 % in term of euro , and by 10.7 % in term of local currenc .",-1
"in the baltic countri , sale fell by 42.6 % .",-1
"nokia share hit 13.21 euro on friday , down 50 percent from the start of the year in part becaus of the slow introduct of touchscreen model .",-1
oper profit decreas to eur 11.2 mn from eur 16.6 mn .,-1
"oper profit decreas to nearli eur 1.7 mn , howev .",-1
oper profit fell to eur 20.3 mn from eur 74.2 mn in the second quarter of 2008 .,-1
oper profit in the fourth quarter fell to eur33m from eur39m a year earlier .,-1
"oper profit total eur 3.8 mn , down from eur 4.5 mn in the correspond period in 2005 .",-1
"oper profit total eur 6.7 mn , down from eur 7.2 mn in the correspond period in 2005 .",-1
"oper profit total eur 9.4 mn , down from eur 11.7 mn in 2004 .",-1
"oper profit total eur 1.22 mn , down from eur 3.56 mn in the first quarter of 2008 .",-1
"oper profit total eur 30.2 mn , down from eur 43.8 mn a year earlier .",-1
"oper profit total eur 9.0 mn , down from eur 9.7 mn in the first half of 2008 .",-1
"oper profit total eur 9.6 mn , down from eur 42.0 mn the year befor .",-1
"oper profit wa eur 0.1 mn , down from eur 1.3 mn .",-1
"profit for the period wa eur 10.9 mn , down from eur 14.3 mn in 2009 .",-1
"revenu wa slightli down , at x20ac 495 million 634 million , compar to x20ac 497 million a year earlier .",-1
sale by seppala diminish by 6 per cent .,-1
talentum s net sale in septemb were smaller than expect .,-1
"the compani s profit total ls 578,100 in h1 2007 , down 30.9 % yearonyear .",-1
the compani said that sale in the three month to the end of march slid to eur86 .4 m us 113.4 m from eur91 .2 m last year .,-1
the oper margin came down to 2.4 % from 5.7 % .,-1
the oper margin of aker yard cruis ferri divis went down from 8.3 % to 6.4 % in the first quarter of 2007 .,-1
the total capit of fund manag by the bank decreas by 28 % to eur 284mn by the end of septemb 2008 .,-1
upm stock fell 3 percent to euro 12.49 17.24 in earli afternoon trade in helsinki .,-1
"yit s baltic sale in the first three quarter of 2008 total 106.2 million euro , repres a drop of 29 percent year on year .",-1
i am extrem delight with thi project and the continu of cooper with vike line .,1
"demand for fireplac product wa lower than expect , especi in germani .",-1
"howev , the order receiv dure the period under review fell by 17 % quarteronquart from the eur 213 million record in the second quarter of 2010 .",-1
